,company,title,salary,location,submit date,start date,year,salary_normalized,level,category,relevance,cpi_pct
3933,FORD MOTOR COMPANY,DAT2.X TRAILER ASSIST FEATURE OWNER,67933.0,"FARMINGTON HILLS, MI",07/07/2020,07/15/2020,2020,80081.0,Junior,Mechanical,Relevant,1.178816311800794
3934,FORD MOTOR COMPANY,DAT2.X TRAILER ASSIST FUNCTION OWNER,109637.0,"ROCHESTER HILLS, MI",06/09/2021,06/21/2021,2021,121117.0,Junior,,Relevant,1.104706635773598
3935,FORD MOTOR COMPANY,DAT3.X ADAS FOUNDATIONAL SOFTWARE V&V SUPERVISOR,116400.0,"SUNRISE, FL",06/02/2022,07/05/2022,2022,122126.0,Junior,Software,Relevant,1.0491910269771574
3936,FORD MOTOR COMPANY,DATA ANALYST,67980.0,"DEARBORN, MI",09/26/2016,10/10/2016,2016,86456.0,Junior,Software,Relevant,1.2717908148049968
3937,FORD MOTOR COMPANY,DATA ANALYST,91000.0,"DEARBORN, MI",12/13/2018,12/21/2018,2018,111218.0,Junior,Software,Relevant,1.2221762268491798
3938,FORD MOTOR COMPANY,DATA ANALYST,108846.0,"DEARBORN, MI",02/22/2017,03/06/2017,2017,135570.0,Junior,Software,Relevant,1.2455217341922085
3939,FORD MOTOR COMPANY,DATA ANALYST ENGINEER - FCSD DATA PRODUCT,83554.0,"FARMINGTON HILLS, MI",01/11/2022,02/21/2022,2022,87664.0,Junior,Software,Relevant,1.0491910269771574
3940,FORD MOTOR COMPANY,DATA ANALYSTICS SCIENTIST,61140.0,"SOUTHFIELD, MI",05/28/2020,06/01/2020,2020,72073.0,Junior,Software,Relevant,1.178816311800794
3941,FORD MOTOR COMPANY,DATA ANALYTICS ENGINEER,64860.0,"PEACHTREE CITY, GA",02/28/2022,08/11/2022,2022,68051.0,Junior,Software,Relevant,1.0491910269771574
3942,FORD MOTOR COMPANY,DATA ANALYTICS ENGINEER - QUALITY,75420.0,"NORTHVILLE, MI",11/22/2021,01/03/2022,2022,79130.0,Junior,Software,Relevant,1.0491910269771574
3943,FORD MOTOR COMPANY,DATA ANALYTICS SCIENTIST,60060.0,"DEARBORN, MI",10/09/2017,10/16/2017,2017,74806.0,Junior,Software,Relevant,1.2455217341922085
3944,FORD MOTOR COMPANY,DATA ANALYTICS SCIENTIST,61140.0,"SOUTHFIELD, MI",06/01/2020,06/01/2020,2020,72073.0,Junior,Software,Relevant,1.178816311800794
3945,FORD MOTOR COMPANY,DATA ANALYTICS SCIENTIST,89378.0,"DEARBORN, MI",04/18/2017,04/24/2017,2017,111322.0,Junior,Software,Relevant,1.2455217341922085
3946,FORD MOTOR COMPANY,DATA ANALYTICS SCIENTIST,89378.0,"DEARBORN, MI",04/18/2017,04/24/2017,2017,111322.0,Junior,Software,Relevant,1.2455217341922085
3947,FORD MOTOR COMPANY,DATA ANALYTICS SCIENTIST,105420.0,"CANTON, MI",05/20/2022,11/04/2022,2022,110606.0,Junior,Software,Relevant,1.0491910269771574
3948,FORD MOTOR COMPANY,DATA ANALYTICS SCIENTIST,105840.0,"DEARBORN, MI",11/03/2022,04/26/2023,2023,105840.0,Junior,Software,Relevant,1.0
3949,FORD MOTOR CREDIT COMPANY LLC,DATA ARCHITECTURE,84000.0,"DEARBORN, MI",07/15/2022,08/22/2022,2022,88132.0,Junior,Software,Relevant,1.0491910269771574
3950,FORD MOTOR COMPANY,DATA CATALOG ANALYST,86400.0,"CANTON, MI",02/18/2022,04/04/2022,2022,90650.0,Junior,Software,Relevant,1.0491910269771574
3951,FORD MOTOR COMPANY,DATA DE-IDENTIFICATION: DATA ENGINEER,100942.0,"NOVI, MI",11/03/2021,12/06/2021,2021,111511.0,Junior,Software,Relevant,1.104706635773598
3952,FORD MOTOR COMPANY,DATA DE-IDENTIFICATION: DATA ENGINEER,112736.0,"FARMINGTON HILLS, MI",10/29/2021,12/06/2021,2021,124540.0,Junior,Software,Relevant,1.104706635773598
3953,FORD MOTOR COMPANY,DATA ENGINEER,84300.0,"DEARBORN, MI",04/07/2021,04/12/2021,2021,93127.0,Junior,Software,Relevant,1.104706635773598
3954,FORD MOTOR COMPANY,DATA ENGINEER,84300.0,"FARMINGTON HILLS, MI",03/01/2021,03/29/2021,2021,93127.0,Junior,Software,Relevant,1.104706635773598
3955,FORD MOTOR COMPANY,DATA ENGINEER,88260.0,"WILLOUGHBY, OH",07/12/2022,08/22/2022,2022,92602.0,Junior,Software,Relevant,1.0491910269771574
3956,FORD MOTOR COMPANY,DATA ENGINEER,88260.0,"FARMINGTON HILLS, MI",08/12/2022,09/26/2022,2022,92602.0,Junior,Software,Relevant,1.0491910269771574
3957,FORD MOTOR COMPANY,DATA ENGINEER,88260.0,"FARMINGTON HILLS, MI",08/12/2022,09/26/2022,2022,92602.0,Junior,Software,Relevant,1.0491910269771574
3958,FORD MOTOR COMPANY,DATA ENGINEER,88260.0,"FARMINGTON HILLS, MI",08/15/2022,09/26/2022,2022,92602.0,Junior,Software,Relevant,1.0491910269771574
3959,FORD MOTOR COMPANY,DATA ENGINEER,88260.0,"FARMINGTON HILLS, MI",11/09/2022,12/12/2022,2022,92602.0,Junior,Software,Relevant,1.0491910269771574
3960,FORD MOTOR COMPANY,DATA ENGINEER,88260.0,"CINCINNATI, OH",01/12/2023,03/06/2023,2023,88260.0,Junior,Software,Relevant,1.0
3961,FORD MOTOR COMPANY,DATA ENGINEER,88260.0,"DEARBORN, MI",01/19/2023,02/13/2023,2023,88260.0,Junior,Software,Relevant,1.0
3962,FORD MOTOR COMPANY,DATA ENGINEER,88260.0,"DEARBORN, MI",05/10/2022,06/06/2022,2022,92602.0,Junior,Software,Relevant,1.0491910269771574
3963,FORD MOTOR COMPANY,DATA ENGINEER,88500.0,"ARLINGTON, TX",10/17/2022,11/01/2022,2022,92853.0,Junior,Software,Relevant,1.0491910269771574
3964,FORD MOTOR COMPANY,DATA ENGINEER,88500.0,"BALLWIN, MO",02/22/2023,08/10/2023,2023,88500.0,Junior,Software,Relevant,1.0
3965,FORD MOTOR COMPANY,DATA ENGINEER,90106.0,"DEARBORN, MI",02/02/2023,07/26/2023,2023,90106.0,Junior,Software,Relevant,1.0
3966,FORD MOTOR COMPANY,DATA ENGINEER,96450.0,"SOUTH LYON, MI",03/08/2022,04/18/2022,2022,101194.0,Junior,Software,Relevant,1.0491910269771574
3967,FORD MOTOR COMPANY,DATA ENGINEER,97739.0,"PLANO, TX",01/31/2023,07/23/2023,2023,97739.0,Junior,Software,Relevant,1.0
3968,FORD MOTOR CREDIT COMPANY LLC,DATA ENGINEER,100942.0,"DEARBORN, MI",08/20/2021,10/04/2021,2021,111511.0,Junior,Software,Relevant,1.104706635773598
3969,FORD MOTOR CREDIT COMPANY LLC,DATA ENGINEER,100942.0,"TROY, MI",05/06/2022,06/20/2022,2022,105907.0,Junior,Software,Relevant,1.0491910269771574
3970,FORD MOTOR COMPANY,DATA ENGINEER,103645.0,"IRVING, TX",02/03/2023,03/20/2023,2023,103645.0,Junior,Software,Relevant,1.0
3971,FORD MOTOR COMPANY,DATA ENGINEER,105420.0,"CLEVELAND, OH",05/04/2022,06/20/2022,2022,110606.0,Junior,Software,Relevant,1.0491910269771574
3972,FORD MOTOR COMPANY,DATA ENGINEER,105420.0,"CANTON, MI",05/19/2022,06/06/2022,2022,110606.0,Junior,Software,Relevant,1.0491910269771574
3973,FORD MOTOR COMPANY,DATA ENGINEER,105840.0,"DEARBORN, MI",04/04/2023,09/28/2023,2023,105840.0,Junior,Software,Relevant,1.0
3974,FORD MOTOR COMPANY,DATA ENGINEER,105840.0,"DEARBORN, MI",04/18/2023,04/21/2023,2023,105840.0,Junior,Software,Relevant,1.0
3975,FORD MOTOR COMPANY,DATA ENGINEER,109980.0,"RALEIGH, NC",06/22/2023,07/01/2023,2023,109980.0,Junior,Software,Relevant,1.0
3976,FORD MOTOR COMPANY,DATA ENGINEER,111093.0,"SOUTH LYON, MI",02/23/2021,04/05/2021,2021,122725.0,Junior,Software,Relevant,1.104706635773598
3977,FORD MOTOR COMPANY,DATA ENGINEER,111093.0,"DEARBORN, MI",03/01/2021,04/05/2021,2021,122725.0,Junior,Software,Relevant,1.104706635773598
3978,FORD MOTOR COMPANY,DATA ENGINEER,112736.0,"FARMINGTON HILLS, MI",11/12/2021,01/03/2022,2022,118282.0,Junior,Software,Relevant,1.0491910269771574
3979,FORD MOTOR COMPANY,DATA ENGINEER,112736.0,"NOVI, MI",01/20/2022,03/07/2022,2022,118282.0,Junior,Software,Relevant,1.0491910269771574
3980,FORD MOTOR COMPANY,DATA ENGINEER,112736.0,"SOUTHGATE, MI",05/20/2022,06/20/2022,2022,118282.0,Junior,Software,Relevant,1.0491910269771574
3981,FORD MOTOR COMPANY,DATA ENGINEER,115835.0,"NEWARK, DE",03/08/2023,03/27/2023,2023,115835.0,Junior,Software,Relevant,1.0
3982,FORD MOTOR COMPANY,DATA ENGINEER,117166.0,"AUBURN HILLS, MI",02/24/2023,02/24/2023,2023,117166.0,Junior,Software,Relevant,1.0
3983,FORD MOTOR COMPANY,DATA ENGINEER,135034.0,"ROCHESTER HILLS, MI",03/03/2023,04/03/2023,2023,135034.0,Junior,Software,Relevant,1.0
3984,FORD MOTOR COMPANY,DATA ENGINEER,144791.0,"PLAINSBORO, NJ",06/22/2023,07/05/2023,2023,144791.0,Junior,Software,Relevant,1.0
3985,FORD MOTOR COMPANY,DATA ENGINEER - COMMERCIAL VEHICLES BUSINESS,84300.0,"CANTON, MI",02/19/2021,03/29/2021,2021,93127.0,Junior,Business,Vehicle,1.104706635773598
3986,FORD MOTOR COMPANY,DATA ENGINEER - COMMERCIAL VEHICLES BUSINESS,84300.0,"CANTON, MI",02/22/2021,03/29/2021,2021,93127.0,Junior,Business,Vehicle,1.104706635773598
3987,FORD MOTOR COMPANY,DATA ENGINEER ANALYTICS DEVELOPER,95160.0,"FARMINGTON, MI",04/07/2021,05/03/2021,2021,105124.0,Junior,Software,Relevant,1.104706635773598
3988,FORD MOTOR COMPANY,DATA ENGINEER SPECIALTY DEVELOPER,84300.0,"OKEMOS, MI",04/22/2021,05/24/2021,2021,93127.0,Junior,Software,Relevant,1.104706635773598
3989,FORD MOTOR COMPANY,"DATA ENGINEER, GDIA DATA FULFILLMENT",111093.0,"CANTON, MI",12/21/2020,01/04/2021,2021,122725.0,Junior,Software,Relevant,1.104706635773598
3990,FORD MOTOR COMPANY,DATA ENGINEERING SUPERVISOR,116400.0,"DEARBORN, MI",05/19/2022,05/20/2022,2022,122126.0,Junior,Software,Relevant,1.0491910269771574
3991,FORD MOTOR COMPANY,DATA FACTORY - DATA ENGINEER GCP INGEST TEAM,96450.0,"CANTON, MI",02/12/2022,02/28/2022,2022,101194.0,Junior,Software,Relevant,1.0491910269771574
3992,FORD MOTOR COMPANY,DATA FACTORY ENTERPRISE DATA INGESTION ENGINEER,96450.0,"CANTON, MI",03/07/2022,04/18/2022,2022,101194.0,Junior,Software,Relevant,1.0491910269771574
3993,FORD MOTOR COMPANY,DATA FACTORY INNOVATION ENGINEER,105600.0,"DEARBORN, MI",03/08/2023,03/15/2023,2023,105600.0,Junior,Software,Relevant,1.0
3994,FORD MOTOR COMPANY,DATA GOVERNANCE ACCESS AND CONTROLS ANALYST,88260.0,"DEARBORN, MI",05/09/2023,05/09/2023,2023,88260.0,Junior,Software,Relevant,1.0
3995,FORD MOTOR COMPANY,DATA GOVERNANCE ANALYST,109158.0,"DEARBORN, MI",03/02/2020,03/23/2020,2020,128677.0,Junior,Software,Relevant,1.178816311800794
3996,FORD MOTOR COMPANY,DATA GOVERNANCE ANALYST ENGINEER,84300.0,"TAYLOR, MI",06/24/2021,08/09/2021,2021,93127.0,Junior,Software,Relevant,1.104706635773598
3997,FORD MOTOR COMPANY,DATA INTEGRATION AND METRICS ANALYST,86100.0,"FARMINGTON HILLS, MI",03/02/2022,08/12/2022,2022,90335.0,Junior,Software,Relevant,1.0491910269771574
3998,FORD MOTOR COMPANY,DATA INTEGRATION ENGINEER,75420.0,"KALAMAZOO, MI",10/06/2021,11/22/2021,2021,83317.0,Junior,Software,Relevant,1.104706635773598
3999,FORD MOTOR COMPANY,DATA INTEGRATION ENGINEER,86100.0,"BRAMBLETON, VA",02/24/2022,07/09/2022,2022,90335.0,Junior,Software,Relevant,1.0491910269771574
4000,FORD MOTOR COMPANY,DATA INTEGRATION ENGINEER,86100.0,"DETROIT, MI",03/03/2022,08/19/2022,2022,90335.0,Junior,Software,Relevant,1.0491910269771574
4001,FORD MOTOR COMPANY,DATA INTEGRATION ENGINEER,86100.0,"DEARBORN, MI",03/11/2022,08/15/2022,2022,90335.0,Junior,Software,Relevant,1.0491910269771574
4002,FORD MOTOR COMPANY,DATA INTEGRATION ENGINEER,88500.0,"BIRMINGHAM, AL",03/03/2023,08/14/2023,2023,88500.0,Junior,Software,Relevant,1.0
4003,FORD MOTOR COMPANY,DATA OPERATIONS ANALYST,69000.0,"DEARBORN, MI",11/03/2017,11/20/2017,2017,85941.0,Junior,Software,Relevant,1.2455217341922085
4004,FORD MOTOR COMPANY,DATA OPERATIONS ANALYST,95430.0,"FARMINGTON HILLS, MI",06/09/2021,07/19/2021,2021,105422.0,Junior,Software,Relevant,1.104706635773598
4005,FORD MOTOR COMPANY,DATA OPERATIONS ANALYST,96117.0,"CANTON, MI",11/10/2020,12/07/2020,2020,113304.0,Junior,Software,Relevant,1.178816311800794
4006,FORD MOTOR COMPANY,DATA OPERATIONS ANALYST,96117.0,"WEST BLOOMFIELD, MI",11/12/2020,12/07/2020,2020,113304.0,Junior,Software,Relevant,1.178816311800794
4007,FORD MOTOR COMPANY,DATA OPERATIONS ANALYST ENGINEER,113922.0,"DEARBORN, MI",02/16/2022,02/16/2022,2022,119526.0,Junior,Software,Relevant,1.0491910269771574
4008,FORD MOTOR COMPANY,DATA OPERATIONS ANALYST ENGINEER,116210.0,"DEARBORN, MI",09/09/2021,10/18/2021,2021,128378.0,Junior,Software,Relevant,1.104706635773598
4009,FORD MOTOR COMPANY,DATA OPERATIONS ENGINEER ANALYST,84300.0,"FARMINGTON HILLS, MI",07/09/2021,07/19/2021,2021,93127.0,Junior,Software,Relevant,1.104706635773598
4010,FORD MOTOR COMPANY,DATA OPERATIONS ENGINEER ANALYST,95430.0,"DEARBORN, MI",06/15/2021,06/20/2021,2021,105422.0,Junior,Software,Relevant,1.104706635773598
4011,FORD MOTOR COMPANY,DATA OPERATIONS ENGINEER ANALYST,105420.0,"LEANDER, TX",05/25/2022,07/04/2022,2022,110606.0,Junior,Software,Relevant,1.0491910269771574
4012,FORD MOTOR COMPANY,DATA OPERATIONS ENGINEER ANALYST,114234.0,"CELINA, TX",03/25/2022,05/01/2022,2022,119853.0,Junior,Software,Relevant,1.0491910269771574
4013,FORD MOTOR COMPANY,DATA PLATFORM PRODUCT DESIGNER,112736.0,"FARMINGTON HILLS, MI",11/03/2021,12/13/2021,2021,124540.0,Junior,PM,Relevant,1.104706635773598
4014,FORD MOTOR COMPANY,DATA PLATFORM PRODUCT DESIGNER,117166.0,"FARMINGTON HILLS, MI",11/10/2022,02/05/2023,2023,117166.0,Junior,PM,Relevant,1.0
4015,FORD MOTOR COMPANY,DATA PRODUCT OWNER,102900.0,"DEARBORN, MI",03/14/2022,04/18/2022,2022,107962.0,Junior,PM,Relevant,1.0491910269771574
4016,FORD MOTOR CREDIT COMPANY LLC,DATA QUALITY & MDM ANALYST,76980.0,"LAKE ORION, MI",02/27/2023,08/18/2023,2023,76980.0,Junior,Software,Relevant,1.0
4017,FORD MOTOR COMPANY,DATA QUALITY ANALYST,84300.0,"ROYAL OAK, MI",03/02/2021,04/06/2021,2021,93127.0,Junior,Software,Relevant,1.104706635773598
4018,FORD MOTOR COMPANY,DATA QUALITY ANALYTICS SCIENTIST,84300.0,"SOUTHGATE, MI",12/10/2020,01/19/2021,2021,93127.0,Junior,Software,Relevant,1.104706635773598
4019,FORD MOTOR COMPANY,DATA QUALITY ENGINEER,73560.0,"SHELBY TOWNSHIP, MI",09/10/2021,10/11/2021,2021,81262.0,Junior,Software,Relevant,1.104706635773598
4020,FORD MOTOR COMPANY,DATA QUALITY ENGINEER,75420.0,"MELVINDALE, MI",12/08/2021,01/03/2022,2022,79130.0,Junior,Software,Relevant,1.0491910269771574
4021,FORD MOTOR COMPANY,DATA QUALITY ENGINEER,75420.0,"ROYAL OAK, MI",12/13/2021,01/17/2022,2022,79130.0,Junior,Software,Relevant,1.0491910269771574
4022,FORD MOTOR COMPANY,DATA QUALITY ENGINEER,99120.0,"CANTON, MI",09/28/2021,09/29/2021,2021,109499.0,Junior,Software,Relevant,1.104706635773598
4023,FORD MOTOR COMPANY,"DATA SCIENCE SPECIALIST, ENTERPRISE RISK ANALYTICS",102600.0,"AUSTIN, TX",03/16/2023,03/20/2023,2023,102600.0,Junior,Business,Relevant,1.0
4024,FORD MOTOR COMPANY,DATA SCIENCE SUPERVISOR,106267.0,"DETROIT, MI",02/12/2020,02/24/2020,2020,125269.0,Junior,Software,Relevant,1.178816311800794
4025,FORD MOTOR CREDIT COMPANY,DATA SCIENTIST,56700.0,"DEARBORN, MI",03/07/2018,04/03/2018,2018,69297.0,Junior,Software,Relevant,1.2221762268491798
4026,FORD MOTOR COMPANY,DATA SCIENTIST,69000.0,"DEARBORN, MI",03/02/2018,03/26/2018,2018,84330.0,Junior,Software,Relevant,1.2221762268491798
4027,FORD MOTOR COMPANY,DATA SCIENTIST,69000.0,"DEARBORN, MI",11/27/2017,11/27/2017,2017,85941.0,Junior,Software,Relevant,1.2455217341922085
4028,FORD MOTOR COMPANY,DATA SCIENTIST,69000.0,"DEARBORN, MI",09/07/2017,10/17/2017,2017,85941.0,Junior,Software,Relevant,1.2455217341922085
4029,FORD MOTOR COMPANY,DATA SCIENTIST,69000.0,"DEARBORN, MI",04/05/2018,04/16/2018,2018,84330.0,Junior,Software,Relevant,1.2221762268491798
4030,FORD MOTOR COMPANY,DATA SCIENTIST,69000.0,"DEARBORN, MI",01/24/2018,03/05/2018,2018,84330.0,Junior,Software,Relevant,1.2221762268491798
4031,FORD MOTOR COMPANY,DATA SCIENTIST,70000.0,"DEARBORN, MI",12/04/2018,01/07/2019,2019,83641.0,Junior,Software,Relevant,1.1948718547401682
4032,FORD MOTOR COMPANY,DATA SCIENTIST,70000.0,"DEARBORN, MI",10/19/2018,10/29/2018,2018,85552.0,Junior,Software,Relevant,1.2221762268491798
4033,FORD MOTOR COMPANY,DATA SCIENTIST,70200.0,"DEARBORN, MI",06/20/2018,07/23/2018,2018,85797.0,Junior,Software,Relevant,1.2221762268491798
4034,FORD MOTOR COMPANY,DATA SCIENTIST,72259.0,"DEARBORN, MI",01/22/2020,02/10/2020,2020,85180.0,Junior,Software,Relevant,1.178816311800794
4035,FORD MOTOR COMPANY,DATA SCIENTIST,72779.0,"DEARBORN, MI",04/11/2018,05/07/2018,2018,88949.0,Junior,Software,Relevant,1.2221762268491798
4036,FORD MOTOR COMPANY,DATA SCIENTIST,73560.0,"NOVI, MI",12/09/2020,03/25/2021,2021,81262.0,Junior,Software,Relevant,1.104706635773598
4037,FORD MOTOR COMPANY,DATA SCIENTIST,73560.0,"NORTHVILLE, MI",01/25/2021,02/08/2021,2021,81262.0,Junior,Software,Relevant,1.104706635773598
4038,FORD MOTOR COMPANY,DATA SCIENTIST,73560.0,"DEARBORN, MI",02/25/2021,03/15/2021,2021,81262.0,Junior,Software,Relevant,1.104706635773598
4039,FORD MOTOR CREDIT COMPANY LLC,DATA SCIENTIST,73560.0,"CANTON, MI",10/07/2020,10/19/2020,2020,86714.0,Junior,Software,Relevant,1.178816311800794
4040,FORD MOTOR COMPANY,DATA SCIENTIST,73560.0,"DEARBORN, MI",07/08/2021,07/12/2021,2021,81262.0,Junior,Software,Relevant,1.104706635773598
4041,FORD MOTOR COMPANY,DATA SCIENTIST,73560.0,"ROYAL OAK, MI",08/11/2020,08/17/2020,2020,86714.0,Junior,Software,Relevant,1.178816311800794
4042,FORD MOTOR COMPANY,DATA SCIENTIST,73560.0,"NOVI, MI",09/09/2020,09/28/2020,2020,86714.0,Junior,Software,Relevant,1.178816311800794
4043,FORD MOTOR COMPANY,DATA SCIENTIST,74984.0,"WEST BLOOMFIELD, MI",05/01/2020,06/01/2020,2020,88392.0,Junior,Software,Relevant,1.178816311800794
4044,FORD MOTOR COMPANY,DATA SCIENTIST,75420.0,"ANN ARBOR, MI",11/05/2021,12/13/2021,2021,83317.0,Junior,Software,Relevant,1.104706635773598
4045,FORD MOTOR COMPANY,DATA SCIENTIST,75420.0,"HOUSTON, TX",11/12/2021,12/13/2021,2021,83317.0,Junior,Software,Relevant,1.104706635773598
4046,FORD MOTOR COMPANY,DATA SCIENTIST,75420.0,"DEARBORN, MI",03/04/2022,08/19/2022,2022,79130.0,Junior,Software,Relevant,1.0491910269771574
4047,FORD MOTOR COMPANY,DATA SCIENTIST,75420.0,"TROY, MI",01/10/2022,02/14/2022,2022,79130.0,Junior,Software,Relevant,1.0491910269771574
4048,FORD MOTOR CREDIT COMPANY LLC,DATA SCIENTIST,75420.0,"ANN ARBOR, MI",01/25/2022,02/14/2022,2022,79130.0,Junior,Software,Relevant,1.0491910269771574
4049,FORD MOTOR COMPANY,DATA SCIENTIST,75420.0,"NORTHVILLE, MI",12/02/2021,01/10/2022,2022,79130.0,Junior,Software,Relevant,1.0491910269771574
4050,FORD MOTOR COMPANY,DATA SCIENTIST,78720.0,"DEARBORN, MI",04/03/2018,05/07/2018,2018,96210.0,Junior,Software,Relevant,1.2221762268491798
4051,FORD MOTOR COMPANY,DATA SCIENTIST,79290.0,"DEARBORN, MI",12/14/2022,01/17/2023,2023,79290.0,Junior,Software,Relevant,1.0
4052,FORD MOTOR COMPANY,DATA SCIENTIST,80520.0,"DEARBORN, MI",07/01/2020,12/04/2020,2020,94918.0,Junior,Software,Relevant,1.178816311800794
4053,FORD MOTOR COMPANY,DATA SCIENTIST,80520.0,"DEARBORN, MI",07/01/2020,12/04/2020,2020,94918.0,Junior,Software,Relevant,1.178816311800794
4054,FORD MOTOR COMPANY,DATA SCIENTIST,80520.0,"DEARBORN, MI",07/01/2020,12/04/2020,2020,94918.0,Junior,Software,Relevant,1.178816311800794
4055,FORD MOTOR COMPANY,DATA SCIENTIST,81162.0,"NOVI, MI",05/08/2020,05/26/2020,2020,95675.0,Junior,Software,Relevant,1.178816311800794
4056,FORD MOTOR COMPANY,DATA SCIENTIST,83179.0,"NOVI, MI",02/01/2021,02/08/2021,2021,91888.0,Junior,Software,Relevant,1.104706635773598
4057,FORD MOTOR CREDIT COMPANY LLC,DATA SCIENTIST,83554.0,"NORTHVILLE, MI",04/25/2022,06/06/2022,2022,87664.0,Junior,Software,Relevant,1.0491910269771574
4058,FORD MOTOR COMPANY,DATA SCIENTIST,84300.0,"DEARBORN, MI",10/07/2020,02/02/2021,2021,93127.0,Junior,Software,Relevant,1.104706635773598
4059,FORD MOTOR COMPANY,DATA SCIENTIST,84300.0,"CANTON, MI",07/27/2020,07/27/2020,2020,99374.0,Junior,Software,Relevant,1.178816311800794
4060,FORD MOTOR COMPANY,DATA SCIENTIST,85632.0,"DEARBORN, MI",05/19/2021,10/02/2021,2021,94598.0,Junior,Software,Relevant,1.104706635773598
4061,FORD MOTOR COMPANY,DATA SCIENTIST,86400.0,"NOVI, MI",11/05/2021,12/06/2021,2021,95447.0,Junior,Software,Relevant,1.104706635773598
4062,FORD MOTOR COMPANY,DATA SCIENTIST,86400.0,"CANTON, MI",11/09/2021,12/13/2021,2021,95447.0,Junior,Software,Relevant,1.104706635773598
4063,FORD MOTOR COMPANY,DATA SCIENTIST,86400.0,"ANN ARBOR, MI",09/03/2021,09/09/2021,2021,95447.0,Junior,Software,Relevant,1.104706635773598
4064,FORD MOTOR COMPANY,DATA SCIENTIST,86400.0,"TORRANCE, CA",04/08/2022,04/18/2022,2022,90650.0,Junior,Software,Relevant,1.0491910269771574
4065,FORD MOTOR COMPANY,DATA SCIENTIST,86400.0,"NOVI, MI",04/20/2022,10/01/2022,2022,90650.0,Junior,Software,Relevant,1.0491910269771574
4066,FORD MOTOR COMPANY,DATA SCIENTIST,87000.0,"DEARBORN, MI",08/29/2016,10/10/2016,2016,110646.0,Junior,Software,Relevant,1.2717908148049968
4067,FORD MOTOR COMPANY,DATA SCIENTIST,87610.0,"PITTSBURGH, PA",05/17/2022,06/01/2022,2022,91920.0,Junior,Software,Relevant,1.0491910269771574
4068,FORD MOTOR COMPANY,DATA SCIENTIST,88200.0,"DEARBORN, MI",03/31/2023,09/10/2023,2023,88200.0,Junior,Software,Relevant,1.0
4069,FORD MOTOR COMPANY,DATA SCIENTIST,88260.0,"FARMINGTON HILLS, MI",07/12/2022,08/08/2022,2022,92602.0,Junior,Software,Relevant,1.0491910269771574
4070,FORD MOTOR COMPANY,DATA SCIENTIST,88260.0,"DEARBORN, MI",01/05/2023,02/13/2023,2023,88260.0,Junior,Software,Relevant,1.0
4071,FORD MOTOR COMPANY,DATA SCIENTIST,88260.0,"DEARBORN, MI",01/09/2023,02/13/2023,2023,88260.0,Junior,Software,Relevant,1.0
4072,FORD MOTOR COMPANY,DATA SCIENTIST,88260.0,"AMHERST, MA",01/31/2023,07/29/2023,2023,88260.0,Junior,Software,Relevant,1.0
4073,FORD MOTOR COMPANY,DATA SCIENTIST,88260.0,"NORTHVILLE, MI",12/14/2022,01/09/2023,2023,88260.0,Junior,Software,Relevant,1.0
4074,FORD MOTOR COMPANY,DATA SCIENTIST,88260.0,"DEARBORN, MI",06/17/2022,07/18/2022,2022,92602.0,Junior,Software,Relevant,1.0491910269771574
4075,FORD MOTOR COMPANY,DATA SCIENTIST,88500.0,"INKSTER, MI",01/31/2023,07/27/2023,2023,88500.0,Junior,Software,Relevant,1.0
4076,FORD MOTOR COMPANY,DATA SCIENTIST,89939.0,"DEARBORN, MI",06/07/2018,07/09/2018,2018,109921.0,Junior,Software,Relevant,1.2221762268491798
4077,FORD MOTOR COMPANY,DATA SCIENTIST,90000.0,"LAKE ELMO, MN",02/02/2023,08/02/2023,2023,90000.0,Junior,Software,Relevant,1.0
4078,FORD MOTOR COMPANY,DATA SCIENTIST,90000.0,"DEARBORN, MI",02/02/2023,07/25/2023,2023,90000.0,Junior,Software,Relevant,1.0
4079,FORD MOTOR COMPANY,DATA SCIENTIST,91083.0,"ANN ARBOR, MI",11/23/2020,11/23/2020,2020,107370.0,Junior,Software,Relevant,1.178816311800794
4080,FORD MOTOR COMPANY,DATA SCIENTIST,91811.0,"DEARBORN, MI",02/27/2017,03/20/2017,2017,114353.0,Junior,Software,Relevant,1.2455217341922085
4081,FORD MOTOR COMPANY,DATA SCIENTIST,91811.0,"DEARBORN, MI",05/02/2017,05/15/2017,2017,114353.0,Junior,Software,Relevant,1.2455217341922085
4082,FORD MOTOR COMPANY,DATA SCIENTIST,92310.0,"MONROE, MI",02/28/2022,08/11/2022,2022,96851.0,Junior,Software,Relevant,1.0491910269771574
4083,FORD MOTOR COMPANY,DATA SCIENTIST,94432.0,"FARMINGTON HILLS, MI",01/28/2021,02/08/2021,2021,104320.0,Junior,Software,Relevant,1.104706635773598
4084,FORD MOTOR COMPANY,DATA SCIENTIST,94432.0,"CANTON, MI",07/05/2020,11/11/2020,2020,111318.0,Junior,Software,Relevant,1.178816311800794
4085,FORD MOTOR COMPANY,DATA SCIENTIST,99253.0,"AUBURN HILLS, MI",07/06/2021,12/23/2021,2021,109645.0,Junior,Software,Relevant,1.104706635773598
4086,FORD MOTOR COMPANY,DATA SCIENTIST,100714.0,"NOVI, MI",06/11/2020,06/11/2020,2020,118723.0,Junior,Software,Relevant,1.178816311800794
